cohort,comarca,year,row_idx,yield_tha,lag_yield,wd_S_pre_mean,wd_S5_mean,wd_S6_mean,wd_S7_mean,wd_S8_mean
all_olive,Segrià,2017,145,0.1343333333333333,-0.0006666666666667,-0.27553258118757484,-2.6675515241934846,-5.576860602542625,-4.484713290694229,-1.4651581485897103
all_olive,Segrià,2018,146,0.0343333333333333,0.1293333333333333,0.15055757346169524,-1.4517107126146638,-2.641955509129912,-3.353468209697259,2.4198371713739886
all_olive,Segrià,2019,147,0.0743333333333332,0.0293333333333333,-1.3944006888310647,-3.368606420666494,-5.187647251325792,-3.91593738894407,-0.6046729330389228
all_olive,Segrià,2020,148,0.1443333333333333,0.0693333333333332,-0.24515116124735278,0.04020624805881244,-3.77537981709798,-4.702552968929965,0.3554537844694486
all_olive,Segrià,2021,149,0.0843333333333332,0.1393333333333333,-0.20504687382006676,-3.021569134936835,-4.9574525685482,-3.8658737888474697,-0.023470524349250028
all_olive,Segrià,2022,150,-0.3606666666666667,0.0793333333333332,-0.8945785807527628,-1.8707721082775144,-6.653708411367344,-3.5975917356184848,-1.340250671105293
all_olive,Segrià,2023,151,-0.0546666666666667,-0.3656666666666667,-0.9104355790301449,-4.76318006446314,-2.605629863829485,-4.34677564948132,-1.275285235647711
all_olive,Segrià,2024,152,-0.0606666666666667,-0.0596666666666667,-0.4141640266695414,-3.2259141335406327,-4.947902072660093,-3.1436957534354564,1.1232136135846045
all_olive,Tarragonès,2016,153,0.0654444444444446,0.7324444444444447,-1.1254568305181365,-1.7026088567867657,-4.928581091570002,-2.7943469867908526,0.4588373327228644
all_olive,Tarragonès,2017,154,0.1074444444444444,-0.1095555555555554,-0.0026836773354401555,-2.162967421069964,-4.624154436854378,-3.1595873713197697,-1.7218670102634601
all_olive,Tarragonès,2018,155,-0.3285555555555555,-0.0675555555555555,0.5267088244078864,-1.8377981105569134,-3.496072117143444,-1.843056195356424,3.562410558334418
all_olive,Tarragonès,2019,156,0.8204444444444445,-0.5035555555555555,-1.5158154409431233,-2.9938195458766237,-3.5528620008911407,-2.490326051006005,-1.1680434391434706
all_olive,Tarragonès,2020,157,0.2024444444444446,0.6454444444444445,0.11227095161735193,0.674498388254598,-3.0986066231983056,-3.6276692268216877,-0.34437660521694596
all_olive,Tarragonès,2021,158,0.3494444444444444,0.0274444444444446,-0.32883655131912576,-2.1348771057633775,-4.163211961431163,-2.1346402261169675,1.2738349572090166
all_olive,Tarragonès,2022,159,-1.1965555555555554,0.1744444444444444,-0.7969746886739424,-1.2247498700589832,-3.6727064631879323,-2.5630066708587673,-1.3450712574778925
all_olive,Tarragonès,2023,160,0.6474444444444445,-1.3715555555555554,-0.9614711245600607,-3.5294650020550433,-2.5506567070952486,-3.187842993331807,-2.06015550903976
all_olive,Tarragonès,2024,161,-0.6675555555555555,0.4724444444444444,-0.9095140239197606,-2.115564875249098,-3.3282393059134483,-1.714564977101389,4.5133971472669945
all_olive,Terra Alta,2016,162,0.2745555555555554,-0.1976666666666667,-0.8513956453756127,-1.4738152097952344,-5.769748691955049,-4.174191635517802,0.5612305880890095
